actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,gameId
87,PT06M21.00S,2024-11-13T00:22:18.500Z,1,REGULAR,2pt,Layup,pointsinthepaint,1630700,6.38961892247043,48.2843137254902,1610612737,10,11,2024-11-13T00:22:30Z,850000,False,9.0,8.0,1,left,MISS D. Daniels driving reverse Layup,1630700,1610612737.0,ATL,driving reverse,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,1.15,Missed,,,,,,,,,,,,,,,,,,,22400001
88,PT06M20.00S,2024-11-13T00:22:19.500Z,1,REGULAR,rebound,offensive,,203991,,,1610612737,10,11,2024-11-13T00:22:30Z,860000,False,,,0,,C. Capela REBOUND (Off:2 Def:2),203991,1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,87.0,4.0,2.0,2.0,,,,,,,,,,,,,22400001
89,PT06M20.00S,2024-11-13T00:22:21.300Z,1,REGULAR,2pt,Layup,"pointsinthepaint, 2ndchance",203991,7.44086727989488,43.6274509803922,1610612737,10,11,2024-11-13T00:23:47Z,870000,False,32.0,17.0,1,left,MISS C. Capela putback Layup,203991,1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,3.63,Missed,,,,,,,,,,,,,,,,,,,22400001
90,PT06M19.00S,2024-11-13T00:22:22.300Z,1,REGULAR,rebound,offensive,,203991,,,1610612737,10,11,2024-11-13T00:22:46Z,880000,False,,,0,,C. Capela REBOUND (Off:3 Def:2),203991,1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,89.0,5.0,2.0,3.0,,,,,,,,,,,,,22400001
91,PT06M19.00S,2024-11-13T00:22:23.500Z,1,REGULAR,2pt,Layup,"2ndchance, pointsinthepaint",203991,5.59000015258789,50.0,1610612737,10,11,2024-11-13T00:23:03Z,890000,False,0.0,0.0,1,left,MISS C. Capela tip Layup,203991,1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,,22400001
92,PT06M18.00S,2024-11-13T00:22:24.500Z,1,REGULAR,rebound,defensive,,1628369,,,1610612738,10,11,2024-11-13T00:23:03Z,900000,False,,,0,,J. Tatum REBOUND (Off:0 Def:3),1628369,1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,91.0,3.0,3.0,0.0,,,,,,,,,,,,,22400001
93,PT05M57.00S,2024-11-13T00:22:43.300Z,1,REGULAR,foul,personal,2freethrow,1629726,,,1610612738,10,11,2024-11-13T00:22:52Z,910000,False,,,0,,G. Mathews shooting personal FOUL (1 PF) (Holiday 2 FT),"1629726, 201950",1610612737.0,ATL,shooting,,,Mathews,G. Mathews,,,,,Restricted Area,0-8 Center,,,,,,,,,1626300.0,,,,,,,,1.0,0.0,Holiday,201950.0,22400001
96,PT05M57.00S,2024-11-13T00:23:17.300Z,1,REGULAR,freethrow,1 of 2,,201950,,,1610612738,11,11,2024-11-13T00:23:17Z,930000,False,,,0,,J. Holiday Free Throw 1 of 2 (1 PTS),201950,1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,Made,,,,,,,,,,,1.0,,,,,,,,22400001
97,PT05M57.00S,2024-11-13T00:23:18.100Z,1,REGULAR,substitution,out,,1628401,,,1610612738,11,11,2024-11-13T00:23:44Z,940000,False,,,0,,SUB out: D. White,1628401,1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
98,PT05M57.00S,2024-11-13T00:23:18.100Z,1,REGULAR,substitution,out,,201143,,,1610612738,11,11,2024-11-13T00:23:44Z,950000,False,,,0,,SUB out: A. Horford,201143,1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
99,PT05M57.00S,2024-11-13T00:23:18.100Z,1,REGULAR,substitution,out,,1630811,,,1610612738,11,11,2024-11-13T00:23:44Z,960000,False,,,0,,SUB out: K. Wallace,1630811,1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
100,PT05M57.00S,2024-11-13T00:23:18.100Z,1,REGULAR,substitution,out,,203991,,,1610612738,11,11,2024-11-13T00:23:44Z,970000,False,,,0,,SUB out: C. Capela,203991,1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
101,PT05M57.00S,2024-11-13T00:23:18.100Z,1,REGULAR,substitution,in,,1629674,,,1610612738,11,11,2024-11-13T00:23:44Z,980000,False,,,0,,SUB in: N. Queta,1629674,1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
102,PT05M57.00S,2024-11-13T00:23:18.100Z,1,REGULAR,substitution,in,,1630202,,,1610612738,11,11,2024-11-13T00:23:44Z,990000,False,,,0,,SUB in: P. Pritchard,1630202,1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
103,PT05M57.00S,2024-11-13T00:23:18.100Z,1,REGULAR,substitution,in,,1630168,,,1610612738,11,11,2024-11-13T00:23:44Z,1000000,False,,,0,,SUB in: O. Okongwu,1630168,1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
104,PT05M57.00S,2024-11-13T00:23:18.100Z,1,REGULAR,substitution,in,,1642258,,,1610612738,11,11,2024-11-13T00:23:44Z,1010000,False,,,0,,SUB in: Z. Risacher,1642258,1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
105,PT05M57.00S,2024-11-13T00:23:45.800Z,1,REGULAR,freethrow,2 of 2,,201950,,,1610612738,12,11,2024-11-13T00:23:45Z,1020000,False,,,0,,J. Holiday Free Throw 2 of 2 (2 PTS),201950,1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,Made,,,,,,,,,,,2.0,,,,,,,,22400001
106,PT05M36.00S,2024-11-13T00:24:09.900Z,1,REGULAR,3pt,Jump Shot,,1629726,28.4658344283837,21.5686274509804,1610612737,12,11,2024-11-13T00:24:30Z,1030000,False,142.0,215.0,1,left,MISS G. Mathews 25' step back 3PT,1629726,1610612737.0,ATL,step back,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Right Center,25.79,Missed,,,,,,,,,,,,,,,,,,,22400001
107,PT05M35.00S,2024-11-13T00:24:10.900Z,1,REGULAR,rebound,defensive,,1628369,,,1610612738,12,11,2024-11-13T00:24:17Z,1040000,False,,,0,,J. Tatum REBOUND (Off:0 Def:4),1628369,1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,106.0,4.0,4.0,0.0,,,,,,,,,,,,,22400001
108,PT05M27.00S,2024-11-13T00:24:20.600Z,1,REGULAR,turnover,bad pass,,201950,,,1610612738,12,11,2024-11-13T00:24:28Z,1050000,False,,,0,,J. Holiday bad pass TURNOVER (1 TO),"201950, 1626204",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,1.0,Nance Jr.,1626204.0,,,,,,,,,22400001
109,PT05M27.00S,2024-11-13T00:24:20.600Z,1,REGULAR,steal,,,1626204,,,1610612737,12,11,2024-11-13T00:25:12Z,1060000,False,,,0,,L. Nance Jr. STEAL (1 STL),1626204,1610612737.0,ATL,,,,Nance Jr.,L. Nance Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,,22400001
110,PT05M17.00S,2024-11-13T00:24:29Z,1,REGULAR,2pt,Layup,"pointsinthepaint, fromturnover",1630700,8.36070959264126,60.0490196078431,1610612737,12,13,2024-11-13T00:24:42Z,1070000,False,-50.0,26.0,1,left,D. Daniels driving Layup (2 PTS) (G. Mathews 1 AST),"1630700, 1629726",1610612737.0,ATL,driving,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,5.66,Made,,,,,,,,,,,2.0,G. Mathews,1629726.0,1.0,,,,,22400001
111,PT04M51.00S,2024-11-13T00:24:56Z,1,REGULAR,foul,personal,2freethrow,1642258,,,1610612738,12,13,2024-11-13T00:25:06Z,1080000,False,,,0,,Z. Risacher shooting personal FOUL (1 PF) (Brown 2 FT),"1642258, 1627759",1610612737.0,ATL,shooting,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,2002.0,,,,,,,,1.0,0.0,Brown,1627759.0,22400001
113,PT04M51.00S,2024-11-13T00:25:31Z,1,REGULAR,freethrow,1 of 2,,1627759,,,1610612738,13,13,2024-11-13T00:25:31Z,1100000,False,,,0,,J. Brown Free Throw 1 of 2 (9 PTS),1627759,1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,,,,,9.0,,,,,,,,22400001
114,PT04M51.00S,2024-11-13T00:25:31.900Z,1,REGULAR,substitution,out,,201950,,,1610612738,13,13,2024-11-13T00:25:37Z,1110000,False,,,0,,SUB out: J. Holiday,201950,1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
115,PT04M51.00S,2024-11-13T00:25:31.900Z,1,REGULAR,substitution,in,,1630573,,,1610612738,13,13,2024-11-13T00:25:37Z,1120000,False,,,0,,SUB in: S. Hauser,1630573,1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
117,PT04M51.00S,2024-11-13T00:26:00.200Z,1,REGULAR,freethrow,2 of 2,,1627759,,,1610612738,14,13,2024-11-13T00:26:00Z,1130000,False,,,0,,J. Brown Free Throw 2 of 2 (10 PTS),1627759,1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,,,,,10.0,,,,,,,,22400001
118,PT04M39.00S,2024-11-13T00:26:16.100Z,1,REGULAR,2pt,Jump Shot,pointsinthepaint,1630700,14.4053876478318,46.8137254901961,1610612737,14,15,2024-11-13T00:26:38Z,1140000,False,16.0,83.0,1,left,D. Daniels 8' driving floating Jump Shot (4 PTS),1630700,1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,8.44,Made,,,,,,,,,,,4.0,,,,,,,,22400001
119,PT04M39.00S,2024-11-13T00:26:20.600Z,1,REGULAR,foul,personal,1freethrow,1630202,,,1610612737,14,15,2024-11-13T00:26:31Z,1150000,False,,,0,,P. Pritchard shooting personal FOUL (1 PF) (Daniels 1 FT),"1630202, 1630700",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2002.0,,,,,,,,1.0,0.0,Daniels,1630700.0,22400001
121,PT04M39.00S,2024-11-13T00:26:41.400Z,1,REGULAR,freethrow,1 of 1,,1630700,,,1610612737,14,16,2024-11-13T00:26:41Z,1170000,False,,,0,,D. Daniels Free Throw 1 of 1 (5 PTS),1630700,1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,Made,,,,,,,,,,,5.0,,,,,,,,22400001
122,PT04M27.00S,2024-11-13T00:26:57.200Z,1,REGULAR,foul,personal,,1630700,,,1610612738,14,16,2024-11-13T00:27:04Z,1180000,False,,,0,,D. Daniels personal FOUL (1 PF),"1630700, 1628369",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1626300.0,,,,,,,,1.0,0.0,Tatum,1628369.0,22400001
124,PT04M27.00S,2024-11-13T00:27:11Z,1,REGULAR,substitution,out,,1642258,,,1610612738,14,16,2024-11-13T00:27:15Z,1200000,False,,,0,,SUB out: Z. Risacher,1642258,1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
125,PT04M27.00S,2024-11-13T00:27:11Z,1,REGULAR,substitution,in,,1630552,,,1610612738,14,16,2024-11-13T00:27:15Z,1210000,False,,,0,,SUB in: J. Johnson,1630552,1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
126,PT04M22.00S,2024-11-13T00:27:26.600Z,1,REGULAR,2pt,Jump Shot,pointsinthepaint,1627759,81.9480946123522,34.3137254901961,1610612738,16,16,2024-11-13T00:27:31Z,1220000,False,-78.0,117.0,1,right,J. Brown 14' turnaround fadeaway Jump Shot (12 PTS),1627759,1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Left,14.1,Made,,,,,,,,,,,12.0,,,,,,,,22400001
127,PT04M11.00S,2024-11-13T00:27:38Z,1,REGULAR,3pt,Jump Shot,,1626204,25.1806833114323,13.7254901960784,1610612737,16,16,2024-11-13T00:27:44Z,1230000,False,181.0,184.0,1,left,MISS L. Nance Jr. 25' 3PT,1626204,1610612737.0,ATL,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Right Center,25.85,Missed,,,,,,,,,,,,,,,,,,,22400001
128,PT04M09.00S,2024-11-13T00:27:40Z,1,REGULAR,rebound,defensive,,1630573,,,1610612738,16,16,2024-11-13T00:27:44Z,1240000,False,,,0,,S. Hauser REBOUND (Off:0 Def:1),1630573,1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,,,,,127.0,1.0,1.0,0.0,,,,,,,,,,,,,22400001
129,PT03M49.00S,2024-11-13T00:28:00.300Z,1,REGULAR,3pt,Jump Shot,,1627759,82.9993429697766,94.8529411764706,1610612738,16,16,2024-11-13T00:28:53Z,1250000,False,224.0,107.0,1,right,MISS J. Brown 24' 3PT,1627759,1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,24.86,Missed,,,,,,,,,,,,,,,,,,,22400001
130,PT03M48.00S,2024-11-13T00:28:01.300Z,1,REGULAR,rebound,offensive,,1629674,,,1610612738,16,16,2024-11-13T00:28:53Z,1260000,False,,,0,,N. Queta REBOUND (Off:1 Def:0),1629674,1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Right Center,,,,,129.0,1.0,0.0,1.0,,,,,,,,,,,,,22400001
131,PT03M44.00S,2024-11-13T00:28:07.700Z,1,REGULAR,foul,personal,"inpenalty, 2freethrow",1626204,,,1610612738,16,16,2024-11-13T00:28:16Z,1270000,False,,,0,,L. Nance Jr. personal FOUL (1 PF) (Tatum 2 FT),"1626204, 1628369",1610612737.0,ATL,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,2004.0,,,,,,,,1.0,0.0,Tatum,1628369.0,22400001
133,PT03M44.00S,2024-11-13T00:28:38.500Z,1,REGULAR,freethrow,1 of 2,2ndchance,1628369,,,1610612738,17,16,2024-11-13T00:28:38Z,1290000,False,,,0,,J. Tatum Free Throw 1 of 2 (1 PTS),1628369,1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,,,,,1.0,,,,,,,,22400001
134,PT03M44.00S,2024-11-13T00:28:57.200Z,1,REGULAR,freethrow,2 of 2,2ndchance,1628369,,,1610612738,18,16,2024-11-13T00:28:57Z,1300000,False,,,0,,J. Tatum Free Throw 2 of 2 (2 PTS),1628369,1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,,,,,2.0,,,,,,,,22400001
135,PT03M37.00S,2024-11-13T00:29:05.800Z,1,REGULAR,2pt,Layup,pointsinthepaint,1630552,8.14717477003942,41.9194240196078,1610612737,18,18,2024-11-13T00:29:10Z,1310000,False,40.0,24.0,1,left,J. Johnson driving Layup (5 PTS) (G. Mathews 2 AST),"1630552, 1629726",1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,4.7,Made,,,,,,,,,,,5.0,G. Mathews,1629726.0,2.0,,,,,22400001
137,PT03M25.00S,2024-11-13T00:29:18.200Z,1,REGULAR,2pt,Hook,pointsinthepaint,1627759,86.6787122207622,40.1960784313725,1610612738,18,18,2024-11-13T00:29:27Z,1330000,False,-49.0,73.0,1,right,MISS J. Brown 8' turnaround bank Hook,1627759,1610612738.0,BOS,turnaround bank,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Left,8.77,Missed,,,,,,,,,,,,,,,,,,,22400001
138,PT03M24.00S,2024-11-13T00:29:19.200Z,1,REGULAR,rebound,defensive,team,0,,,1610612737,18,18,2024-11-13T00:29:27Z,1340000,False,,,0,,TEAM defensive REBOUND,,1610612737.0,ATL,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,,,137.0,,,,,,,,,,,,,,,,22400001
140,PT03M13.00S,2024-11-13T00:29:37.200Z,1,REGULAR,2pt,Layup,pointsinthepaint,1626204,8.27858081471748,46.7409620098039,1610612737,18,20,2024-11-13T00:29:42Z,1360000,False,16.0,25.0,1,left,L. Nance Jr. cutting Layup (2 PTS) (D. Daniels 1 AST),"1626204, 1630700",1610612737.0,ATL,cutting,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,3.01,Made,,,,,,,,,,,2.0,D. Daniels,1630700.0,1.0,,,,,22400001
142,PT02M54.00S,2024-11-13T00:29:56.900Z,1,REGULAR,2pt,Layup,pointsinthepaint,1628369,91.8035479632063,41.9117647058824,1610612738,20,20,2024-11-13T00:30:01Z,1380000,False,-40.0,25.0,1,right,J. Tatum driving reverse Layup (4 PTS),1628369,1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,4.72,Made,,,,,,,,,,,4.0,,,,,,,,22400001
143,PT02M54.00S,2024-11-13T00:29:59.200Z,1,REGULAR,foul,personal,"inpenalty, 1freethrow",1629726,,,1610612738,20,20,2024-11-13T00:30:06Z,1390000,False,,,0,,G. Mathews shooting personal FOUL (2 PF) (Tatum 1 FT),"1629726, 1628369",1610612737.0,ATL,shooting,,,Mathews,G. Mathews,,,,,Restricted Area,0-8 Center,,,,,,,,,2004.0,,,,,,,,2.0,0.0,Tatum,1628369.0,22400001
145,PT02M54.00S,2024-11-13T00:30:08.700Z,1,REGULAR,timeout,full,"team, mandatory",0,,,1610612738,20,20,2024-11-13T00:33:57Z,1410000,False,,,0,,ATL Timeout,,1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
146,PT02M54.00S,2024-11-13T00:33:23.900Z,1,REGULAR,freethrow,1 of 1,,1628369,,,1610612738,21,20,2024-11-13T00:33:23Z,1420000,False,,,0,,J. Tatum Free Throw 1 of 1 (5 PTS),1628369,1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,,,,,5.0,,,,,,,,22400001
147,PT02M39.00S,2024-11-13T00:33:41.800Z,1,REGULAR,3pt,Jump Shot,,1626204,30.1741130091984,24.5098039215686,1610612737,21,23,2024-11-13T00:33:46Z,1430000,False,127.0,231.0,1,left,L. Nance Jr. 26' 3PT  (5 PTS) (O. Okongwu 1 AST),"1626204, 1630168",1610612737.0,ATL,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Right Center,26.39,Made,,,,,,,,,,,5.0,O. Okongwu,1630168.0,1.0,,,,,22400001
149,PT02M26.00S,2024-11-13T00:33:54.700Z,1,REGULAR,3pt,Jump Shot,,1630202,76.4290407358739,89.4607843137255,1610612738,21,23,2024-11-13T00:34:24Z,1450000,False,197.0,169.0,1,right,MISS P. Pritchard 25' pullup 3PT,1630202,1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,25.99,Missed,,,,,,,,,,,,,,,,,,,22400001
150,PT02M24.00S,2024-11-13T00:33:56.700Z,1,REGULAR,rebound,defensive,,1630552,,,1610612737,21,23,2024-11-13T00:34:02Z,1460000,False,,,0,,J. Johnson REBOUND (Off:0 Def:2),1630552,1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,149.0,2.0,2.0,0.0,,,,,,,,,,,,,22400001
151,PT02M19.00S,2024-11-13T00:34:04.600Z,1,REGULAR,foul,offensive,inpenalty,1630168,,,1610612737,21,23,2024-11-13T00:34:18Z,1470000,False,,,0,,O. Okongwu charge offensive FOUL (1 PF),"1630168, 1627759",1610612737.0,ATL,charge,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,1626300.0,,,,,,,,1.0,0.0,Brown,1627759.0,22400001
153,PT02M19.00S,2024-11-13T00:34:04.600Z,1,REGULAR,turnover,offensive foul,,1630168,,,1610612737,21,23,2024-11-13T00:34:04Z,1490000,False,,,0,,O. Okongwu offensive foul TURNOVER (1 TO),1630168,1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,1626300.0,1.0,,,,,,,,,,,22400001
154,PT01M58.00S,2024-11-13T00:34:42.100Z,1,REGULAR,turnover,lost ball,,1628369,,,1610612738,21,23,2024-11-13T00:35:16Z,1500000,False,,,0,,J. Tatum lost ball TURNOVER (1 TO),"1628369, 1630700",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Center,,,,,,,,,,1.0,Daniels,1630700.0,,,,,,,,,22400001
155,PT01M58.00S,2024-11-13T00:34:42.100Z,1,REGULAR,steal,,,1630700,,,1610612737,21,23,2024-11-13T00:34:43Z,1510000,False,,,0,,D. Daniels STEAL (3 STL),1630700,1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,,22400001
156,PT01M54.00S,2024-11-13T00:34:44.500Z,1,REGULAR,turnover,bad pass,,1629726,,,1610612737,21,23,2024-11-13T00:35:19Z,1520000,False,,,0,,G. Mathews bad pass TURNOVER (1 TO),"1629726, 1630202",1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Center,,,,,,,,,,1.0,Pritchard,1630202.0,,,,,,,,,22400001
157,PT01M54.00S,2024-11-13T00:34:44.500Z,1,REGULAR,steal,,,1630202,,,1610612738,21,23,2024-11-13T00:34:46Z,1530000,False,,,0,,P. Pritchard STEAL (1 STL),1630202,1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,,22400001
158,PT01M51.00S,2024-11-13T00:34:48.300Z,1,REGULAR,3pt,Jump Shot,"fromturnover, fastbreak",1628369,68.6760840998686,26.7156862745098,1610612738,24,23,2024-11-13T00:35:50Z,1540000,False,-116.0,242.0,1,right,J. Tatum 26' 3PT running (8 PTS) (P. Pritchard 1 AST),"1628369, 1630202",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,26.84,Made,,,,,,,,,,,8.0,P. Pritchard,1630202.0,1.0,,,,,22400001
160,PT01M38.00S,2024-11-13T00:35:01.800Z,1,REGULAR,turnover,bad pass,,1630700,,,1610612737,24,23,2024-11-13T00:35:04Z,1560000,False,,,0,,D. Daniels bad pass TURNOVER (2 TO),"1630700, 1630202",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,2.0,Pritchard,1630202.0,,,,,,,,,22400001
161,PT01M38.00S,2024-11-13T00:35:01.800Z,1,REGULAR,steal,,,1630202,,,1610612738,24,23,2024-11-13T00:36:50Z,1570000,False,,,0,,P. Pritchard STEAL (2 STL),1630202,1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,,22400001
162,PT01M31.00S,2024-11-13T00:35:07.700Z,1,REGULAR,2pt,Layup,"pointsinthepaint, fromturnover, fastbreak",1627759,92.5919842312746,55.6372549019608,1610612738,26,23,2024-11-13T00:35:12Z,1580000,False,28.0,17.0,1,right,J. Brown running Layup (14 PTS),1627759,1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.3,Made,,,,,,,,,,,14.0,,,,,,,,22400001
163,PT01M11.00S,2024-11-13T00:35:27.400Z,1,REGULAR,2pt,Jump Shot,,1630700,11.6458607095926,27.9411764705882,1610612737,26,25,2024-11-13T00:37:31Z,1590000,False,110.0,57.0,1,left,D. Daniels 12' floating Jump Shot (7 PTS) (L. Nance Jr. 1 AST),"1630700, 1626204",1610612737.0,ATL,floating,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Right,12.42,Made,,,,,,,,,,,7.0,L. Nance Jr.,1626204.0,1.0,,,,,22400001
165,PT01M00.00S,2024-11-13T00:35:40Z,1,REGULAR,2pt,Layup,pointsinthepaint,1627759,93.2490144546649,57.5980392156863,1610612738,28,25,2024-11-13T00:35:44Z,1610000,False,38.0,11.0,1,right,J. Brown driving finger roll Layup (16 PTS),1627759,1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.96,Made,,,,,,,,,,,16.0,,,,,,,,22400001
166,PT00M51.10S,2024-11-13T00:35:51.400Z,1,REGULAR,2pt,DUNK,pointsinthepaint,1630552,5.86399474375821,49.0196078431373,1610612737,28,27,2024-11-13T00:35:54Z,1620000,False,5.0,3.0,1,left,J. Johnson cutting DUNK (7 PTS) (D. Daniels 2 AST),"1630552, 1630700",1610612737.0,ATL,cutting,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,0.55,Made,,,,,,,,,,,7.0,D. Daniels,1630700.0,2.0,,,,,22400001
168,PT00M31.60S,2024-11-13T00:36:14.100Z,1,REGULAR,3pt,Jump Shot,,1630202,65.2595269382391,52.2058823529412,1610612738,28,27,2024-11-13T00:38:16Z,1640000,False,11.0,274.0,1,right,MISS P. Pritchard 27' step back 3PT,1630202,1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,27.43,Missed,,,,,,,,,,,,,,,,,,,22400001
169,PT00M28.60S,2024-11-13T00:36:17.100Z,1,REGULAR,rebound,defensive,,1630700,,,1610612737,28,27,2024-11-13T00:38:46Z,1650000,False,,,0,,D. Daniels REBOUND (Off:0 Def:1),1630700,1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Center,,,,,168.0,1.0,1.0,0.0,,,,,,,,,,,,,22400001
170,PT00M26.30S,2024-11-13T00:36:21.400Z,1,REGULAR,foul,personal,"inpenalty, 2freethrow",1630202,,,1610612737,28,27,2024-11-13T00:36:40Z,1660000,False,,,0,,P. Pritchard shooting personal FOUL (2 PF) (Mathews 2 FT),"1630202, 1629726",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2004.0,,,,,,,,2.0,0.0,Mathews,1629726.0,22400001
