actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,gameId
429,PT05M51.00S,2024-11-13T01:34:10.900Z,3,REGULAR,3pt,Jump Shot,"fromturnover, fastbreak",1628369,31.3567674113009,25.2450980392157,1610612738,81,66,2024-11-13T01:34:18Z,4230000,False,124.0,242.0,1,left,MISS J. Tatum 27' running pullup 3PT,1628369,1610612738.0,BOS,running pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,27.21,Missed,,,,,,,,,,,,,,,,,,,22400001
430,PT05M49.00S,2024-11-13T01:34:13.200Z,3,REGULAR,rebound,defensive,,1630700,,,1610612737,81,66,2024-11-13T01:34:13Z,4240000,False,,,0,,D. Daniels REBOUND (Off:0 Def:2),1630700,1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,,,429.0,2.0,2.0,0.0,,,,,,,,,,,,,22400001
431,PT05M44.00S,2024-11-13T01:34:18.700Z,3,REGULAR,2pt,Jump Shot,pointsinthepaint,1630700,81.4224704336399,61.5196078431373,1610612737,81,68,2024-11-13T01:35:50Z,4250000,False,58.0,122.0,1,right,D. Daniels 13' driving floating Jump Shot (13 PTS) (L. Nance Jr. 2 AST),"1630700, 1626204",1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,13.5,Made,,,,,,,,,,,13.0,L. Nance Jr.,1626204.0,2.0,,,,,22400001
433,PT05M29.00S,2024-11-13T01:34:33.100Z,3,REGULAR,3pt,Jump Shot,,1630202,14.5367936925099,5.63725490196078,1610612738,81,68,2024-11-13T01:34:41Z,4270000,False,222.0,84.0,1,left,MISS P. Pritchard 3PT,1630202,1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Right Corner 3,24+ Right,23.72,Missed,,,,,,,,,,,,,,,,,,,22400001
434,PT05M26.00S,2024-11-13T01:34:36.100Z,3,REGULAR,rebound,defensive,,1642258,,,1610612737,81,68,2024-11-13T01:34:41Z,4280000,False,,,0,,Z. Risacher REBOUND (Off:5 Def:3),1642258,1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Right Corner 3,24+ Right,,,,,433.0,8.0,3.0,5.0,,,,,,,,,,,,,22400001
435,PT05M20.00S,2024-11-13T01:34:44.200Z,3,REGULAR,turnover,out-of-bounds,,1630700,,,1610612737,81,68,2024-11-13T01:34:50Z,4290000,False,,,0,,D. Daniels bad pass out-of-bounds TURNOVER (4 TO),1630700,1610612737.0,ATL,bad pass,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,,,,,,,2004.0,4.0,,,,,,,,,,,22400001
437,PT05M20.00S,2024-11-13T01:34:49.200Z,3,REGULAR,substitution,out,,1628369,,,1610612738,81,68,2024-11-13T01:34:52Z,4310000,False,,,0,,SUB out: J. Tatum,1628369,1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
438,PT05M20.00S,2024-11-13T01:34:49.200Z,3,REGULAR,substitution,in,,1630573,,,1610612738,81,68,2024-11-13T01:34:52Z,4320000,False,,,0,,SUB in: S. Hauser,1630573,1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
439,PT05M05.00S,2024-11-13T01:35:13.900Z,3,REGULAR,turnover,lost ball,,1627759,,,1610612738,81,68,2024-11-13T01:35:20Z,4330000,False,,,0,,J. Brown lost ball TURNOVER (4 TO),"1627759, 1629726",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,4.0,Mathews,1629726.0,,,,,,,,,22400001
440,PT05M05.00S,2024-11-13T01:35:13.900Z,3,REGULAR,steal,,,1629726,,,1610612737,81,68,2024-11-13T01:35:20Z,4340000,False,,,0,,G. Mathews STEAL (1 STL),1629726,1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,,22400001
441,PT05M02.00S,2024-11-13T01:35:17.600Z,3,REGULAR,3pt,Jump Shot,"fromturnover, fastbreak",1630700,68.8074901445466,75.4901960784314,1610612737,81,68,2024-11-13T01:35:27Z,4350000,False,127.0,241.0,1,right,MISS D. Daniels 27' running pullup 3PT,1630700,1610612737.0,ATL,running pullup,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,27.24,Missed,,,,,,,,,,,,,,,,,,,22400001
442,PT05M00.00S,2024-11-13T01:35:19.600Z,3,REGULAR,rebound,defensive,,1629674,,,1610612738,81,68,2024-11-13T01:35:27Z,4360000,False,,,0,,N. Queta REBOUND (Off:2 Def:3),1629674,1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Right Center,,,,,441.0,5.0,3.0,2.0,,,,,,,,,,,,,22400001
443,PT04M42.00S,2024-11-13T01:35:37.100Z,3,REGULAR,2pt,Jump Shot,,1627759,19.530223390276,75.0,1610612738,81,68,2024-11-13T01:36:56Z,4370000,False,-125.0,131.0,1,left,MISS J. Brown 18' step back Shot,1627759,1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,18.11,Missed,,,,,,,,,,,,,,,,,,,22400001
444,PT04M41.00S,2024-11-13T01:35:38.100Z,3,REGULAR,rebound,defensive,,1642258,,,1610612737,81,68,2024-11-13T01:35:44Z,4380000,False,,,0,,Z. Risacher REBOUND (Off:5 Def:4),1642258,1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Mid-Range,16-24 Left Center,,,,,443.0,9.0,4.0,5.0,,,,,,,,,,,,,22400001
445,PT04M29.00S,2024-11-13T01:35:50.600Z,3,REGULAR,2pt,Jump Shot,,1642258,87.9106438896189,26.4935661764706,1610612737,81,70,2024-11-13T01:35:55Z,4390000,False,-118.0,61.0,1,right,Z. Risacher 13' pullup Jump Shot (8 PTS),1642258,1610612737.0,ATL,pullup,,,Risacher,Z. Risacher,,,,,Mid-Range,8-16 Left,13.24,Made,,,,,,,,,,,8.0,,,,,,,,22400001
446,PT04M13.00S,2024-11-13T01:36:06.400Z,3,REGULAR,3pt,Jump Shot,,201950,27.9402102496715,24.2647058823529,1610612738,81,70,2024-11-13T01:36:14Z,4400000,False,129.0,210.0,1,left,MISS J. Holiday 24' pullup 3PT,201950,1610612738.0,BOS,pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,24.64,Missed,,,,,,,,,,,,,,,,,,,22400001
447,PT04M12.00S,2024-11-13T01:36:07.400Z,3,REGULAR,rebound,defensive,,1629726,,,1610612737,81,70,2024-11-13T01:36:14Z,4410000,False,,,0,,G. Mathews REBOUND (Off:0 Def:1),1629726,1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Right Center,,,,,446.0,1.0,1.0,0.0,,,,,,,,,,,,,22400001
449,PT04M06.00S,2024-11-13T01:36:22.900Z,3,REGULAR,substitution,out,,1642258,,,1610612737,81,70,2024-11-13T01:36:29Z,4430000,False,,,0,,SUB out: Z. Risacher,1642258,1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
450,PT04M06.00S,2024-11-13T01:36:22.900Z,3,REGULAR,substitution,in,,1630552,,,1610612737,81,70,2024-11-13T01:36:29Z,4440000,False,,,0,,SUB in: J. Johnson,1630552,1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
451,PT03M56.00S,2024-11-13T01:36:43.600Z,3,REGULAR,2pt,Hook,,1630168,91.015111695138,72.0588235294118,1610612737,81,72,2024-11-13T01:38:38Z,4450000,False,110.0,32.0,1,right,O. Okongwu 11' turnaround Hook (9 PTS) (G. Mathews 3 AST),"1630168, 1629726",1610612737.0,ATL,turnaround,,,Okongwu,O. Okongwu,,,,,Mid-Range,8-16 Right,11.48,Made,,,,,,,,,,,9.0,G. Mathews,1629726.0,3.0,,,,,22400001
453,PT03M40.00S,2024-11-13T01:36:58.900Z,3,REGULAR,3pt,Jump Shot,,1630573,28.4658344283837,79.4117647058823,1610612738,81,72,2024-11-13T01:37:09Z,4470000,False,-147.0,215.0,1,left,MISS S. Hauser 26' 3PT - blocked,"1630573, 1626204",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,26.06,Missed,Nance Jr.,1626204.0,,,,,,,,,,,,,,,,,22400001
454,PT03M40.00S,2024-11-13T01:36:58.900Z,3,REGULAR,block,,,1626204,,,1610612738,81,72,2024-11-13T01:37:02Z,4480000,False,,,0,,L. Nance Jr. BLOCK (1 BLK),1626204,1610612737.0,ATL,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,,22400001
455,PT03M38.00S,2024-11-13T01:37:00.900Z,3,REGULAR,rebound,defensive,team,0,,,1610612737,81,72,2024-11-13T01:37:18Z,4490000,False,,,0,,TEAM defensive REBOUND,,1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,453.0,,,,,,,,,,,,,,,,22400001
457,PT03M30.00S,2024-11-13T01:37:29.900Z,3,REGULAR,3pt,Jump Shot,,1626204,85.6274638633377,96.078431372549,1610612737,81,75,2024-11-13T01:37:33Z,4510000,False,230.0,83.0,1,right,L. Nance Jr. 24' 3PT  (11 PTS) (D. Daniels 6 AST),"1626204, 1630700",1610612737.0,ATL,,,,Nance Jr.,L. Nance Jr.,,,,,Right Corner 3,24+ Right,24.48,Made,,,,,,,,,,,11.0,D. Daniels,1630700.0,6.0,,,,,22400001
459,PT03M10.00S,2024-11-13T01:38:12.200Z,3,REGULAR,jumpball,recovered,,1630573,,,1610612738,81,75,2024-11-13T01:38:12Z,4530000,False,,,0,,Jump Ball N. Queta vs. O. Okongwu: Tip to S. Hauser,"1630573, 1629674, 1630168",1610612738.0,BOS,heldball,S. Hauser,1630573.0,Hauser,S. Hauser,Queta,1629674.0,Okongwu,1630168.0,,,,,,,,,,,,,,,,,,,,,,,22400001
462,PT03M00.00S,2024-11-13T01:38:22.500Z,3,REGULAR,2pt,Jump Shot,,1627759,26.0717805519054,66.6896446078431,1610612738,83,75,2024-11-13T01:40:59Z,4560000,False,-83.0,193.0,1,left,J. Brown 20' Jump Shot (26 PTS),1627759,1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,20.99,Made,,,,,,,,,,,26.0,,,,,,,,22400001
463,PT02M45.00S,2024-11-13T01:38:35.900Z,3,REGULAR,2pt,Jump Shot,,1630552,85.3646517739816,24.7549019607843,1610612737,83,75,2024-11-13T01:38:47Z,4570000,False,-126.0,85.0,1,right,MISS J. Johnson 15' driving floating bank Shot,1630552,1610612737.0,ATL,driving floating bank,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Left,15.22,Missed,,,,,,,,,,,,,,,,,,,22400001
464,PT02M44.00S,2024-11-13T01:38:36.900Z,3,REGULAR,rebound,offensive,,1630168,,,1610612737,83,75,2024-11-13T01:38:47Z,4580000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:0),1630168,1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,8-16 Left,,,,,463.0,1.0,0.0,1.0,,,,,,,,,,,,,22400001
465,PT02M44.00S,2024-11-13T01:38:39.400Z,3,REGULAR,2pt,Layup,"2ndchance, pointsinthepaint",1630168,94.4099998474121,50.0,1610612737,83,75,2024-11-13T01:38:53Z,4590000,False,0.0,0.0,1,right,MISS O. Okongwu tip Layup,1630168,1610612737.0,ATL,tip,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,,22400001
466,PT02M42.00S,2024-11-13T01:38:41.400Z,3,REGULAR,rebound,offensive,,1626204,,,1610612737,83,75,2024-11-13T01:38:53Z,4600000,False,,,0,,L. Nance Jr. REBOUND (Off:2 Def:0),1626204,1610612737.0,ATL,,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,,,,,465.0,2.0,0.0,2.0,,,,,,,,,,,,,22400001
467,PT02M33.00S,2024-11-13T01:38:48.900Z,3,REGULAR,2pt,Jump Shot,"pointsinthepaint, 2ndchance",1626204,84.5762155059133,50.7352941176471,1610612737,83,77,2024-11-13T01:42:20Z,4610000,False,4.0,92.0,1,right,L. Nance Jr. 9' floating Jump Shot (13 PTS) (G. Mathews 4 AST),"1626204, 1629726",1610612737.0,ATL,floating,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.26,Made,,,,,,,,,,,13.0,G. Mathews,1629726.0,4.0,,,,,22400001
469,PT02M32.00S,2024-11-13T01:38:54Z,3,REGULAR,timeout,full,"team, mandatory",0,,,1610612738,83,77,2024-11-13T01:38:54Z,4630000,False,,,0,,BOS Timeout,,1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
470,PT02M32.00S,2024-11-13T01:41:17.400Z,3,REGULAR,substitution,out,,201950,,,1610612738,83,77,2024-11-13T01:41:36Z,4640000,False,,,0,,SUB out: J. Holiday,201950,1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
471,PT02M32.00S,2024-11-13T01:41:17.400Z,3,REGULAR,substitution,in,,1628401,,,1610612738,83,77,2024-11-13T01:41:36Z,4650000,False,,,0,,SUB in: D. White,1628401,1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
472,PT02M12.00S,2024-11-13T01:42:09.400Z,3,REGULAR,3pt,Jump Shot,,1630202,36.218791064389,44.3627450980392,1610612738,86,77,2024-11-13T01:42:13Z,4660000,False,28.0,288.0,1,left,P. Pritchard 28' 3PT pullup (6 PTS) (D. White 4 AST),"1630202, 1628401",1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,28.94,Made,,,,,,,,,,,6.0,D. White,1628401.0,4.0,,,,,22400001
473,PT01M58.00S,2024-11-13T01:42:23.100Z,3,REGULAR,3pt,Jump Shot,,1626204,92.6412614980289,4.43474264705882,1610612737,86,80,2024-11-13T01:42:27Z,4670000,False,-228.0,17.0,1,right,L. Nance Jr. 3PT  (16 PTS) (D. Daniels 7 AST),"1626204, 1630700",1610612737.0,ATL,,,,Nance Jr.,L. Nance Jr.,,,,,Left Corner 3,24+ Left,22.84,Made,,,,,,,,,,,16.0,D. Daniels,1630700.0,7.0,,,,,22400001
475,PT01M32.00S,2024-11-13T01:42:50.800Z,3,REGULAR,foul,personal,3freethrow,1630552,,,1610612738,86,80,2024-11-13T01:42:59Z,4690000,False,,,0,,J. Johnson shooting personal FOUL (4 PF) (White 3 FT),"1630552, 1628401",1610612737.0,ATL,shooting,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,2004.0,,,,,,,,4.0,0.0,White,1628401.0,22400001
477,PT01M32.00S,2024-11-13T01:43:21.500Z,3,REGULAR,freethrow,1 of 3,,1628401,,,1610612738,87,80,2024-11-13T01:43:21Z,4710000,False,,,0,,D. White Free Throw 1 of 3 (18 PTS),1628401,1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,,,,,,,,,,,18.0,,,,,,,,22400001
479,PT01M32.00S,2024-11-13T01:43:39.900Z,3,REGULAR,freethrow,2 of 3,,1628401,,,1610612738,87,80,2024-11-13T01:43:39Z,4720000,False,,,0,,MISS D. White Free Throw 2 of 3,1628401,1610612738.0,BOS,,,,White,D. White,,,,,,,,Missed,,,,,,,,,,,,,,,,,,,22400001
480,PT01M32.00S,2024-11-13T01:43:39.900Z,3,REGULAR,rebound,offensive,"deadball, team",0,,,1610612738,87,80,2024-11-13T01:43:39Z,4730000,False,,,0,,TEAM offensive REBOUND,,1610612738.0,BOS,,,,,,,,,,,,,,,,479.0,,,,,,,,,,,,,,,,22400001
481,PT01M32.00S,2024-11-13T01:43:40.600Z,3,REGULAR,substitution,out,,1630552,,,1610612738,87,80,2024-11-13T01:43:43Z,4740000,False,,,0,,SUB out: J. Johnson,1630552,1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
482,PT01M32.00S,2024-11-13T01:43:40.600Z,3,REGULAR,substitution,in,,1642258,,,1610612738,87,80,2024-11-13T01:43:43Z,4750000,False,,,0,,SUB in: Z. Risacher,1642258,1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
483,PT01M32.00S,2024-11-13T01:43:59.900Z,3,REGULAR,freethrow,3 of 3,,1628401,,,1610612738,88,80,2024-11-13T01:43:59Z,4760000,False,,,0,,D. White Free Throw 3 of 3 (19 PTS),1628401,1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,,,,,,,,,,,19.0,,,,,,,,22400001
484,PT01M22.00S,2024-11-13T01:44:11Z,3,REGULAR,2pt,Layup,pointsinthepaint,1630700,90.7522996057819,62.7450980392157,1610612737,88,82,2024-11-13T01:44:16Z,4770000,False,64.0,34.0,1,right,D. Daniels 7' driving Layup (15 PTS),1630700,1610612737.0,ATL,driving,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,7.24,Made,,,,,,,,,,,15.0,,,,,,,,22400001
485,PT01M12.00S,2024-11-13T01:44:21.100Z,3,REGULAR,turnover,bad pass,,1628401,,,1610612738,88,82,2024-11-13T01:44:24Z,4780000,False,,,0,,D. White bad pass TURNOVER (2 TO),"1628401, 1642258",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,2.0,Risacher,1642258.0,,,,,,,,,22400001
486,PT01M12.00S,2024-11-13T01:44:21.100Z,3,REGULAR,steal,,,1642258,,,1610612737,88,82,2024-11-13T01:44:22Z,4790000,False,,,0,,Z. Risacher STEAL (2 STL),1642258,1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,,22400001
487,PT01M05.00S,2024-11-13T01:44:28.500Z,3,REGULAR,2pt,Jump Shot,"pointsinthepaint, fromturnover",1630700,83.3935611038108,46.3235294117647,1610612737,88,84,2024-11-13T01:44:32Z,4800000,False,-18.0,104.0,1,right,D. Daniels 10' driving floating Jump Shot (17 PTS),1630700,1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,10.52,Made,,,,,,,,,,,17.0,,,,,,,,22400001
488,PT00M50.70S,2024-11-13T01:44:42.900Z,3,REGULAR,3pt,Jump Shot,,1628401,31.619579500657,69.1176470588235,1610612738,88,84,2024-11-13T01:44:50Z,4810000,False,-96.0,245.0,1,left,MISS D. White 26' pullup 3PT,1628401,1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Left Center,26.27,Missed,,,,,,,,,,,,,,,,,,,22400001
489,PT00M48.50S,2024-11-13T01:44:45.100Z,3,REGULAR,rebound,offensive,,1627759,,,1610612738,88,84,2024-11-13T01:44:50Z,4820000,False,,,0,,J. Brown REBOUND (Off:2 Def:1),1627759,1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,488.0,3.0,1.0,2.0,,,,,,,,,,,,,22400001
490,PT00M44.20S,2024-11-13T01:44:49.500Z,3,REGULAR,3pt,Jump Shot,2ndchance,1630573,32.5394218134034,63.7254901960784,1610612738,91,84,2024-11-13T01:44:54Z,4830000,False,-69.0,253.0,1,left,S. Hauser 26' 3PT pullup (6 PTS) (J. Brown 2 AST),"1630573, 1627759",1610612738.0,BOS,pullup,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,26.25,Made,,,,,,,,,,,6.0,J. Brown,1627759.0,2.0,,,,,22400001
492,PT00M31.50S,2024-11-13T01:45:05.800Z,3,REGULAR,turnover,bad pass,,1630168,,,1610612737,91,84,2024-11-13T01:45:10Z,4850000,False,,,0,,O. Okongwu bad pass TURNOVER (3 TO),"1630168, 1627759",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,3.0,Brown,1627759.0,,,,,,,,,22400001
493,PT00M31.50S,2024-11-13T01:45:05.800Z,3,REGULAR,steal,,,1627759,,,1610612738,91,84,2024-11-13T01:45:10Z,4860000,False,,,0,,J. Brown STEAL (1 STL),1627759,1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,,22400001
494,PT00M16.70S,2024-11-13T01:45:22.800Z,3,REGULAR,foul,offensive,,1629674,,,1610612738,91,84,2024-11-13T01:45:29Z,4870000,False,,,0,,N. Queta offensive FOUL (1 PF),"1629674, 1630700",1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Center,,,,,,,,,2002.0,,,,,,,,1.0,0.0,Daniels,1630700.0,22400001
496,PT00M16.70S,2024-11-13T01:45:22.800Z,3,REGULAR,turnover,offensive foul,,1629674,,,1610612738,91,84,2024-11-13T01:45:22Z,4890000,False,,,0,,N. Queta offensive foul TURNOVER (1 TO),1629674,1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Center,,,,,,,,,2002.0,1.0,,,,,,,,,,,22400001
497,PT00M16.70S,2024-11-13T01:45:33.600Z,3,REGULAR,substitution,out,,1642258,,,1610612737,91,84,2024-11-13T01:45:36Z,4900000,False,,,0,,SUB out: Z. Risacher,1642258,1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
498,PT00M16.70S,2024-11-13T01:45:33.600Z,3,REGULAR,substitution,in,,1630552,,,1610612737,91,84,2024-11-13T01:45:36Z,4910000,False,,,0,,SUB in: J. Johnson,1630552,1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
499,PT00M03.50S,2024-11-13T01:45:58.800Z,3,REGULAR,foul,personal,,1628401,,,1610612737,91,84,2024-11-13T01:46:24Z,4920000,False,,,0,,D. White personal FOUL (2 PF),"1628401, 1630552",1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,8-16 Left,,,,,,,,,2002.0,,,,,,,,2.0,0.0,Johnson,1630552.0,22400001
501,PT00M00.40S,2024-11-13T01:46:21.800Z,3,REGULAR,2pt,Jump Shot,fromturnover,1630700,89.7010512483574,13.7254901960784,1610612737,91,84,2024-11-13T01:47:01Z,4940000,False,-181.0,44.0,1,right,MISS D. Daniels 18' turnaround fadeaway Shot,1630700,1610612737.0,ATL,turnaround fadeaway,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Left,18.67,Missed,,,,,,,,,,,,,,,,,,,22400001
502,PT00M00.40S,2024-11-13T01:46:21.800Z,3,REGULAR,rebound,offensive,team,0,,,1610612737,91,84,2024-11-13T01:46:27Z,4950000,False,,,0,,TEAM offensive REBOUND,,1610612737.0,ATL,,,,,,,,,,Mid-Range,16-24 Left,,,,,501.0,,,,,,,,,,,,,,,,22400001
503,PT00M00.00S,2024-11-13T01:46:26Z,3,REGULAR,period,end,,0,,,1610612737,91,84,2024-11-13T01:46:26Z,4960000,False,,,0,,Period End,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
504,PT12M00.00S,2024-11-13T01:48:31.400Z,4,REGULAR,substitution,out,startperiod,1627759,,,1610612737,91,84,2024-11-13T01:48:50Z,4970000,False,,,0,,SUB out: J. Brown,1627759,1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
505,PT12M00.00S,2024-11-13T01:48:31.400Z,4,REGULAR,substitution,out,startperiod,1629674,,,1610612737,91,84,2024-11-13T01:48:50Z,4980000,False,,,0,,SUB out: N. Queta,1629674,1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
506,PT12M00.00S,2024-11-13T01:48:31.400Z,4,REGULAR,substitution,in,startperiod,1628369,,,1610612737,91,84,2024-11-13T01:48:50Z,4990000,False,,,0,,SUB in: J. Tatum,1628369,1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
507,PT12M00.00S,2024-11-13T01:48:31.400Z,4,REGULAR,substitution,in,startperiod,201143,,,1610612737,91,84,2024-11-13T01:48:50Z,5000000,False,,,0,,SUB in: A. Horford,201143,1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
508,PT12M00.00S,2024-11-13T01:49:11.800Z,4,REGULAR,period,start,,0,,,1610612737,91,84,2024-11-13T01:49:11Z,5010000,False,,,0,,Period Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
509,PT11M39.00S,2024-11-13T01:49:32.500Z,4,REGULAR,2pt,Layup,pointsinthepaint,1630552,89.8324572930355,65.6862745098039,1610612737,91,84,2024-11-13T01:50:01Z,5020000,False,78.0,43.0,1,right,MISS J. Johnson 8' driving Layup,1630552,1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Right,8.95,Missed,,,,,,,,,,,,,,,,,,,22400001
510,PT11M38.00S,2024-11-13T01:49:33.500Z,4,REGULAR,rebound,defensive,,1628401,,,1610612738,91,84,2024-11-13T01:50:01Z,5030000,False,,,0,,D. White REBOUND (Off:1 Def:3),1628401,1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Right,,,,,509.0,4.0,3.0,1.0,,,,,,,,,,,,,22400001
511,PT11M26.00S,2024-11-13T01:49:45.200Z,4,REGULAR,turnover,bad pass,,1630573,,,1610612738,91,84,2024-11-13T01:50:06Z,5040000,False,,,0,,S. Hauser bad pass TURNOVER (1 TO),"1630573, 1630700",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,1.0,Daniels,1630700.0,,,,,,,,,22400001
512,PT11M26.00S,2024-11-13T01:49:45.200Z,4,REGULAR,steal,,,1630700,,,1610612737,91,84,2024-11-13T01:49:46Z,5050000,False,,,0,,D. Daniels STEAL (5 STL),1630700,1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,,22400001
513,PT11M23.00S,2024-11-13T01:49:48Z,4,REGULAR,2pt,Layup,"pointsinthepaint, fromturnover, fastbreak",1630700,93.9060446780552,50.2450980392157,1610612737,91,86,2024-11-13T01:50:10Z,5060000,False,1.0,5.0,1,right,D. Daniels running Layup (19 PTS),1630700,1610612737.0,ATL,running,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,0.49,Made,,,,,,,,,,,19.0,,,,,,,,22400001
